company_name,ico,segment,is_client,play_type,employee_count,current_acv_eur,potential_acv_eur,whitespace_eur,current_products,top_upsell,all_upsells,competitor_tools,nearest_renewal,days_to_renewal
ESOS Ostrava s.r.o.,25868781,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-29,250
ESAM,24219312,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,,
energetiku,00525448,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-30,221
Edhouse s.r.o.,27690083,M&E,True,upsell,119,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-04,42
"E.ON Energie, a.s.",26078201,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-11-24,946
"Centrum pasivního domu, z.s.",26995140,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-18,86
CAMOZZI,04611853,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-06,74
Boxmaster s.r.o.,17132789,D&M,True,upsell,16,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-02,223
BO - IMPORT s. r. o.,22490655,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-01,222
Biko společnost s ručením omezeným,60915391,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-02,70
AMADA GmbH,28418638,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-07,259
AIRCOM,00884545,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-02-02,285
"AHLBORN, měřicí a regulační technika, spol. s r.o.",00553697,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2029-01-17,1000
AEK svařovací technika s.r.o.,26264421,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-09-29,524
WAGO-Elektro,45280550,D&M,True,expand+displace,9000,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),siemens nx; siemens plm; siemens teamcenter plm software,2027-02-18,301
Trikaya Project Management a.s.,05186234,AEC,True,upsell,25,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-13,324
TECMOS,28340604,unknown,True,upsell,7,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-07,349
Stantec s.r.o.,26429306,M&E,True,upsell,10,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-16,327
"Slévárna, spol. s r. o.",18189440,D&M,True,upsell,25,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-04-05,713
SECURITY MONIT s.r.o.,60755792,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-05,43
RUBY Project Management s.r.o.,24729884,D&M,True,upsell,50,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-13,324
RNDr. Jaroslav Říha,88307387,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-17,177
"RKL Slévárna, s.r.o.",62301918,D&M,True,upsell,21,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-04-05,713
RED-BETON s.r.o,14240165,AEC,True,upsell,4,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-10,170
RAKS,04182707,D&M,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-02-22,305
Právní poradna,02351811,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-26,33
Panattoni Czech Republic Development s.r.o.,28190882,AEC,True,upsell,25,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-07,349
MARLO a.s.,14027721,AEC,True,upsell,35,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-29,281
Libor Kepák,49487639,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-24,154
"Kovolis Hedvikov, a. s.",06322581,D&M,True,upsell,758,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-12,323
Ing. Marek Motyčka,67026907,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-11,49
Ing. Jan Mega,67597971,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,,
ECOTEN s.r.o.,06977685,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-30,341
"DEK, a.s.",03748600,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-30,251
CommScope,27384098,D&M,True,expand+displace,20000,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),dassault systemes; ptc windchill plm; draftsight; siemens teamcenter plm software; ptc integrity,,
Bogle Architects s.r.o.,24818321,AEC,True,upsell,10,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-10-23,914
BENESTAV spol. s.r.o.,16343778,AEC,True,upsell,9,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-13,143
"Alucast, s. r. o.",01808893,D&M,True,upsell,63,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-09,200
Address,05089328,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-09,47
"Accolade, s.r.o.",01823591,AEC,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-02,193
Trimble,,unknown,True,expand+displace,11500,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),tekla; winest; trimble geomanager; agileassets; bentley openroads designer,2026-05-14,21
earch,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-25,277
REDBETON s.r.o.,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-05,226
jelinek,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-08-11,110
Bipress Ltd.,,unknown,True,upsell,7,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-02-22,305
Zdeněk Vacek: DARK,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2029-04-23,1096
Le bon design,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-11-22,578
JELÍNEK,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-08-11,110
Jasna Studio,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-16,358
Anežka Juhová,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-29,281
NeoTec Martin s.r.o.,,unknown,True,upsell,23,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2029-03-27,1069
Concept Laser,,unknown,True,upsell,169,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-06,13
ŠVEC GROUP,,unknown,True,upsell,181,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-15,145
Welcomo,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-08-08,107
WARNER ELECTRIC,,unknown,True,expand+displace,316,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),dassault systemes; solidworks,2026-08-20,119
V-systém elektro s.r.o.,,unknown,True,upsell,16,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-11-06,562
Urma AG,,unknown,True,upsell,90,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-09,139
Türk + Hillinger GmbH,,unknown,True,upsell,13,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-04-10,718
TECNODIN,,unknown,True,upsell,19,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-19,57
Stähli Läpp Technik AG,,unknown,True,upsell,20,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-09-06,501
stojanová centra,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-27,157
SESOTEC,,unknown,True,upsell,537,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-10-08,168
RedBeton,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-05,226
"ProTech Service, s.r.o.",,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-02,70
Plasmet,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-23,153
Peter Ofner GmbH,,unknown,True,upsell,23,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-22,90
NIREOS,,unknown,True,upsell,31,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-12,323
NELSON Stud Welding,,unknown,True,expand+displace,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),catia; dassault systemes,2026-12-02,223
MINIBOOSTER,,unknown,True,upsell,17,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-02,223
"MicroStep, spol. s r.o.",,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-11-10,932
METRONOR,,unknown,True,upsell,23,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,,
MASTERFIX,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-12,323
Lasertex Co. Ltd.,,unknown,True,upsell,15,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-02-16,299
Lasertex,,unknown,True,upsell,15,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-11-11,933
KESSLER Group,,unknown,True,upsell,43,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-13,204
HOHNER AUTOMATION,,unknown,True,upsell,72,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-18,25
Hetech srl,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-08,76
Halter CNC Automation,,unknown,True,upsell,26,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-18,25
GRESSEL AG,,unknown,True,upsell,97,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-09,47
Flowdrill,,unknown,True,upsell,24,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-29,220
ESCO SA,,unknown,True,expand+displace,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),siemens nx; siemens plm,2027-01-22,274
DATRON AG,,unknown,True,upsell,245,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-26,94
CAD Studio,,unknown,True,expand+displace,11,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),solidworks; SolidWorks,2028-10-04,895
Baumer Electric AG,,unknown,True,upsell,31,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-03,133
Asident Systems AS,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-22,152
AQUASPIRIT,,unknown,True,upsell,79,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-18,360
AMCM GmbH,,unknown,True,upsell,,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-09,139
"Vítkovické slévárny, spol. s  r. o.",,unknown,True,upsell,8,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-01-08,625
CPI PROPERTY GROUP,,unknown,True,upsell,4300,500,9400,8900,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-28,249
Lodz University of Technology,,unknown,False,greenfield,110,0,8800,8800,,,,,,
Control Check s.r.o.,09273646,AEC,True,upsell,3,11200,19800,8600,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2026-08-31,130
iTS GmbH,,unknown,True,upsell,,11200,19800,8600,Inventor | PDMC,Fusion Mfg Ext,Fusion Mfg Ext; Vault; Moldflow,,2027-01-17,269
AUTOROTOR,,unknown,False,greenfield,107,0,8560,8560,,,,,,
MOCAP LIMITED,,unknown,False,greenfield,106,0,8480,8480,,,,,,
KUNZMANN MASCHINENBAU GMBH,,unknown,False,greenfield,106,0,8480,8480,,,,,,
HEB Hydraulik-Elementebau GmbH,,unknown,False,greenfield,106,0,8480,8480,,,,,,
Erikkila,,unknown,False,greenfield,106,0,8480,8480,,,,,,
Bartech,26902931,M&E,True,upsell,21,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-04-23,0
LEGO,05269709,unknown,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-07,228
"ZARGES CZ, s.r.o.",49444671,unknown,True,upsell,6,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-05,347
TESTO,22183612,D&M,True,upsell,3500,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-16,146
"TESORT, spol. s r.o.",61682918,unknown,True,upsell,21,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-16,146
TENTE s.r.o.,25323148,D&M,True,upsell,19,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-06,136
"SolidVision, s.r.o.",26280442,D&M,True,expand+displace,57,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),dassault systemes; 3dexperience (formerly 3dswym),2026-10-15,175
"S.O.K. stavební, s.r.o.",14704641,AEC,True,upsell,288,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-03,194
RKO GROUP a.s.,10707051,D&M,True,upsell,29,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-09,230
PILANA Group a.s.,04161076,M&E,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-03-13,324
Innomia a.s.,27498409,D&M,True,upsell,5,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-09,230
DEOM s.r.o.,27183521,D&M,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-01,222
AVALON,02000792,M&E,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-19,57
"ALTO SYSTEMS, s.r.o.",29109213,D&M,True,upsell,20,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-06,13
"Uneko, spol. s r. o.",18953565,D&M,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-29,67
Miroslav Jun,14467283,D&M,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-11,232
Miroslav Vavřík,08285381,unknown,True,upsell,1,1000,9400,8400,AutoCAD LT | ReCap Pro,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-06-18,56
EIT Manufacturing,,unknown,True,upsell,538,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-05,12
Weiss Technik GmbH,,unknown,True,expand+displace,145,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),solidworks,2026-08-31,130
TL TECHNOLOGY AG,,unknown,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-12-19,240
STARgroup.Tech,,unknown,True,upsell,21,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-04-23,0
Robatech AG,,unknown,True,upsell,700,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-04,195
REA Elektronik GmbH,,unknown,True,expand+displace,390,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),dassault systemes,2026-04-30,7
PAROTEC AG,,unknown,True,upsell,6,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-04-23,0
MK Tools Service GmbH,,unknown,True,upsell,7,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-04-01,709
MICROREP,,unknown,True,upsell,19,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-10-20,911
HrTech s.r.o.,,unknown,True,upsell,8,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-04-23,0
HERE Technologies,,unknown,True,expand+displace,6400,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),dassault systemes,2026-10-01,161
EIT Manufacturing East GmbH,,unknown,True,upsell,538,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-05,12
COMAGRAV,,unknown,True,upsell,16,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-19,271
CAPTRON,,unknown,True,upsell,97,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-06,13
Ampco Metal s.r.o.,,unknown,True,upsell,,1000,9400,8400,AutoCAD LT | Revit LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-04-17,359
Development News,,unknown,True,upsell,,1000,9400,8400,AutoCAD LT,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-05-31,403
Prague Institute of Planning and Development,,unknown,False,greenfield,105,0,8400,8400,,,,,,
EcoStep s.r.o.,24799599,unknown,True,upsell,,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-09-24,154
YATE spol. s r.o.,43226990,D&M,True,upsell,6,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2028-07-30,829
ALFA IN a.s.,25535366,D&M,True,upsell,100,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-08,199
Tanno Engineering s. r. o.,04636988,unknown,True,upsell,16,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-11,202
Pavel Zezula,00769452,D&M,True,upsell,,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2027-01-06,258
Thalmann,,unknown,True,upsell,6,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-08-06,105
TTB Engineering SA,,unknown,True,upsell,21,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-11-11,202
STANGE Elektronik GmbH,,unknown,True,upsell,138,1100,9400,8300,AutoCAD LT | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-07-01,69
USSPA,11825391,AEC,True,upsell,,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-10-01,161
Power Nodes s.r.o.,17655455,M&E,True,upsell,,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-05-12,19
"SPARK, s.r.o.",01965786,D&M,True,upsell,6,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-10-01,161
OM Consulting s.r.o.,02154439,AEC,True,upsell,69,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2028-04-23,731
Explat s.r.o.,15062309,D&M,True,upsell,9,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-11-22,213
"CEVRE Consultants, s.r.o.",04753577,AEC,True,upsell,18,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2028-04-23,731
TREXEL,,unknown,True,upsell,42,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-11-22,213
MARIO FERRI,,unknown,True,upsell,,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2027-01-05,257
INIT Energy,,unknown,True,upsell,,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2027-01-02,254
Brno,,unknown,True,upsell,,2200,10400,8200,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2028-12-17,969
VIOMAL SA,,unknown,False,greenfield,102,0,8160,8160,,,,,,
VAPOS spol. s r.o.,00654981,D&M,True,upsell,,63900,72000,8100,AutoCAD | AutoCAD LT | PDMC | Vault,AEC Collection,AEC Collection; Forma; AutoCAD (full),,2026-07-19,87
LK Metrology Ltd.,,unknown,False,displacement,101,0,8080,8080,,,,dassault systemes,,
Bohemia Interactive,25764730,D&M,True,upsell,344,1400,9400,8000,AutoCAD LT | AutoCAD Web | Fusion,AEC Collection,AEC Collection; PDMC; AutoCAD (full),,2026-05-01,8
Úřad průmyslového vlastnictví,48135097,unknown,False,greenfield,83,0,8000,8000,,,,,,
NMH s.r.o.,17117534,unknown,False,greenfield,96,0,8000,8000,,,,,,
Mendel University Brno,22671871,unknown,False,greenfield,80,0,8000,8000,,,,,,
I.M.S.A. s.r.l.,10408851,unknown,False,displacement,70,0,8000,8000,,,,creo; solid edge; Solid Edge; Creo,,
Centralny Port Komunikacyjny,,unknown,False,greenfield,91,0,8000,8000,,,,,,
Hofeka Kft.,,unknown,False,greenfield,92,0,8000,8000,,,,,,
CED Közép-európai Gazdaságfejlesztési Hálózat Nonprofit Kft.,,unknown,False,greenfield,56,0,8000,8000,,,,,,
BILZ Vibration Technology AG,,unknown,False,greenfield,51,0,8000,8000,,,,,,
XYZ Machine Tools Ltd.,,unknown,False,greenfield,68,0,8000,8000,,,,,,
VTD Vakuumtechnik Dresden GmbH,,unknown,False,greenfield,56,0,8000,8000,,,,,,
VLB GROUP,,unknown,False,greenfield,62,0,8000,8000,,,,,,
Vibration Research,,unknown,False,greenfield,50,0,8000,8000,,,,,,
Vernet Behringer,,unknown,False,greenfield,86,0,8000,8000,,,,,,
UNISIGN B.V.,,unknown,False,greenfield,73,0,8000,8000,,,,,,
Turck Vilant Systems OY,,unknown,False,greenfield,69,0,8000,8000,,,,,,
Tudertechnica - Tubigomma Deregibus SRL,,unknown,False,greenfield,54,0,8000,8000,,,,,,
THERMOPLAY SpA,,unknown,False,greenfield,78,0,8000,8000,,,,,,
THERMOPLAY S.p.A.,,unknown,False,greenfield,78,0,8000,8000,,,,,,
TELEMATICA ITALIA SRL,,unknown,False,greenfield,84,0,8000,8000,,,,,,
TAWI AB,,unknown,False,greenfield,96,0,8000,8000,,,,,,
T.E.R. Tecno Elettrica Ravasi S.r.l.,,unknown,False,greenfield,55,0,8000,8000,,,,,,
SWISS TOOL SYSTEMS AG,,unknown,False,greenfield,99,0,8000,8000,,,,,,
"Strojírenský zkušební ústav, s.p. (SZÚ)",,unknown,False,greenfield,70,0,8000,8000,,,,,,
Spectro Scientific,,unknown,False,displacement,87,0,8000,8000,,,,dassault systemes,,
SCHAUBLIN SA,,unknown,False,greenfield,95,0,8000,8000,,,,,,
SAVEMA,,unknown,False,greenfield,65,0,8000,8000,,,,,,
SARIX SA,,unknown,False,greenfield,54,0,8000,8000,,,,,,
SAPHO (UBC s.r.o.),,unknown,False,greenfield,50,0,8000,8000,,,,,,
REGULUS spol. s r.o.,,unknown,False,greenfield,74,0,8000,8000,,,,,,
Progressive Components (Europe) Ltd,,unknown,False,greenfield,50,0,8000,8000,,,,,,
PIVATIC,,unknown,False,greenfield,92,0,8000,8000,,,,,,
Pedrotti Normalizzati Italia SpA,,unknown,False,greenfield,53,0,8000,8000,,,,,,
OTEC Präzisionsfinish GmbH,,unknown,False,greenfield,66,0,8000,8000,,,,,,
OMCR SRL,,unknown,False,greenfield,60,0,8000,8000,,,,,,
NES Nová Dubnica s.r.o.,,unknown,False,greenfield,81,0,8000,8000,,,,,,
MONNIER + ZAHNER AG,,unknown,False,greenfield,81,0,8000,8000,,,,,,
"Mink Bürsten, August Mink GmbH & Co. KG",,unknown,False,greenfield,65,0,8000,8000,,,,,,
MEGATRON Elektronik GmbH & Co.,,unknown,False,greenfield,76,0,8000,8000,,,,,,
MEBA Metall-Bandsägemaschinen GmbH,,unknown,False,greenfield,87,0,8000,8000,,,,,,
LogiTower,,unknown,False,greenfield,78,0,8000,8000,,,,,,
Lithoz GmbH,,unknown,False,greenfield,75,0,8000,8000,,,,,,
