company_name,ico,segment,is_client,play_type,employee_count,current_acv_eur,potential_acv_eur,whitespace_eur,current_products,top_upsell,all_upsells,competitor_tools,nearest_renewal,days_to_renewal
odpowiedzialnością sp.k.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Odpadové fórum,,unknown,False,greenfield,9,0,2200,2200,,,,,,
obráběcí centra,,unknown,False,greenfield,,0,2200,2200,,,,,,
OBECO s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
obchodu/CzechTrade,,unknown,False,greenfield,9,0,2200,2200,,,,,,
Nüssle GmbH,,unknown,False,greenfield,7,0,2200,2200,,,,,,
Národní centrum Průmyslu 4.0,,unknown,False,greenfield,,0,2200,2200,,,,,,
NOXMAT GmbH,,unknown,False,greenfield,21,0,2200,2200,,,,,,
NOVUM IT Ltd.,,unknown,False,greenfield,7,0,2200,2200,,,,,,
NOTUS - POWERSONIC s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Nosstec,,unknown,False,greenfield,7,0,2200,2200,,,,,,
Norbar,,unknown,False,greenfield,4,0,2200,2200,,,,,,
"NIKOMI, s.r.o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
NIKKEN,,unknown,False,greenfield,32,0,2200,2200,,,,,,
NEXTIL INSTAL SRL,,unknown,False,greenfield,,0,2200,2200,,,,,,
Newstark ESSEMEC s.r.l.,,unknown,False,greenfield,,0,2200,2200,,,,,,
NEWAG spol. s r.o. - centrální vysavače Husky,,unknown,False,greenfield,,0,2200,2200,,,,,,
Neidlein-Spannzeuge GmbH,,unknown,False,greenfield,6,0,2200,2200,,,,,,
Narodni centrum Prumyslu 4.0,,unknown,False,greenfield,,0,2200,2200,,,,,,
NAPOCA STEEL SRL,,unknown,False,greenfield,,0,2200,2200,,,,,,
NANOTECH - EUROPE s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
nadrozměrné karusely,,unknown,False,greenfield,,0,2200,2200,,,,,,
NADELLA,,unknown,False,greenfield,,0,2200,2200,,,,,,
MÄRKISCHE STANZ-PARTNER GmbH - MSPN,,unknown,False,greenfield,,0,2200,2200,,,,,,
MycoWall,,unknown,False,greenfield,,0,2200,2200,,,,,,
multifunkční centra,,unknown,False,greenfield,,0,2200,2200,,,,,,
MU-TOOLS SA,,unknown,False,greenfield,12,0,2200,2200,,,,,,
MS Ultraschall Technologie GmbH,,unknown,False,greenfield,33,0,2200,2200,,,,,,
Movomech,,unknown,False,greenfield,,0,2200,2200,,,,,,
Ministry of Regional Development,,unknown,False,greenfield,27,0,2200,2200,,,,,,
Ministerstvo zahraničních věcí ČR,,unknown,False,greenfield,,0,2200,2200,,,,,,
Ministerstvo průmyslu a obchodu ČR,,unknown,False,greenfield,,0,2200,2200,,,,,,
Ministerstvo obrany České republiky,,unknown,False,greenfield,12,0,2200,2200,,,,,,
Mikron Switzerland AG,,unknown,False,greenfield,,0,2200,2200,,,,,,
MIKRON SLOVAKIA s.r.o.,,unknown,False,greenfield,33,0,2200,2200,,,,,,
"Michal Krčál, MSK NÁSTROJE",,unknown,False,greenfield,,0,2200,2200,,,,,,
MG s.r.l.,,unknown,False,greenfield,,0,2200,2200,,,,,,
MEUSBURGER GEORG GmbH & Co. KG,,unknown,False,greenfield,,0,2200,2200,,,,,,
"METALTRADE NITRA, spol. s r.o.",,unknown,False,greenfield,18,0,2200,2200,,,,,,
METALIX CAD/CAM sheet metal software,,unknown,False,greenfield,,0,2200,2200,,,,,,
MeSys GmbH,,unknown,False,greenfield,9,0,2200,2200,,,,,,
Menegon Sp. z.o.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
MECAMQ Prensas Hydraulicas,,unknown,False,greenfield,,0,2200,2200,,,,,,
Measurement platforms with advanced sensor systems,,unknown,False,greenfield,,0,2200,2200,,,,,,
MATERASSO Slovakia s.r.o.,,unknown,False,greenfield,12,0,2200,2200,,,,,,
Maschinen-und Werkzeugbau s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Martin Plůcha / Comewoo - dekorace z Krkonoš,,unknown,False,greenfield,,0,2200,2200,,,,,,
MARKATOR Manfred Borries GmbH,,unknown,False,greenfield,16,0,2200,2200,,,,,,
MALOW Spółka z o.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Makersan Makina Otomotiv San. Tic. A.S.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Mahler GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
Magniflex - italské matrace nejvyšší kvality,,unknown,False,greenfield,,0,2200,2200,,,,,,
MA.TE SRL,,unknown,False,greenfield,19,0,2200,2200,,,,,,
LPW Reinigungssysteme GmbH,,unknown,False,greenfield,25,0,2200,2200,,,,,,
LOCKHARD SP Z O.O.,,unknown,False,greenfield,31,0,2200,2200,,,,,,
Loch Präzisions Bohrtechnik GmbH,,unknown,False,greenfield,15,0,2200,2200,,,,,,
LLC Tashkent Metallurgical Plant,,unknown,False,greenfield,,0,2200,2200,,,,,,
Liptovské Strojárne plus a.s.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Libor Polomský - Kvalita v kuchyni,,unknown,False,greenfield,,0,2200,2200,,,,,,
Libor NAJMAN Truhlářství,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Lias Vintířov, lehký stavební materiál k.s.",,unknown,False,greenfield,,0,2200,2200,,,,,,
Li-Go světelné obrazy,,unknown,False,greenfield,,0,2200,2200,,,,,,
LEWEMA ŠVEC a SPOL s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
LATI Industria Termoplastici S.p.A.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Lanner Anlagenbau GmbH,,unknown,False,greenfield,37,0,2200,2200,,,,,,
landschaft ID GmbH,,unknown,False,greenfield,8,0,2200,2200,,,,,,
Lampert Werktechnik GmbH,,unknown,False,greenfield,21,0,2200,2200,,,,,,
L&K Rollen GmbH,,unknown,False,greenfield,12,0,2200,2200,,,,,,
"L PRESS SK, s.r.o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
KÖMMERLING CHEMISCHE FABRIK GMBH,,unknown,False,greenfield,24,0,2200,2200,,,,,,
KyivTechMet,,unknown,False,greenfield,,0,2200,2200,,,,,,
Královopolská Steell,,unknown,False,greenfield,,0,2200,2200,,,,,,
Košiciach,,unknown,False,greenfield,,0,2200,2200,,,,,,
Korintosz Smart Pole,,unknown,False,greenfield,,0,2200,2200,,,,,,
Kommerling chemische fabrik GMBH,,unknown,False,greenfield,,0,2200,2200,,,,,,
Kolver S.r.l.,,unknown,False,greenfield,14,0,2200,2200,,,,,,
Knyazhe Pole,,unknown,False,greenfield,,0,2200,2200,,,,,,
KNOMI spol. s r. o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Knipex,,unknown,False,greenfield,36,0,2200,2200,,,,,,
KLÍČOVÉ CENTRUM H&B Group s.r.o.,,unknown,False,greenfield,20,0,2200,2200,,,,,,
KITAGAWA EUROPE GMBH,,unknown,False,greenfield,26,0,2200,2200,,,,,,
KIMLA Czech,,unknown,False,greenfield,,0,2200,2200,,,,,,
KIMESSA AG,,unknown,False,greenfield,25,0,2200,2200,,,,,,
Ketten-Branscheid,,unknown,False,greenfield,19,0,2200,2200,,,,,,
KELLENBERGER SWITZERLAND AG,,unknown,False,greenfield,,0,2200,2200,,,,,,
Keep in touch,,unknown,False,greenfield,,0,2200,2200,,,,,,
"KAROVIČ oceľová výroba, s.r.o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
KARKI spol. s r. o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
KADIA Produktion GmbH + Co.,,unknown,False,greenfield,32,0,2200,2200,,,,,,
"K+K POKER, s.r.o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
JVONNE S.r.L.,,unknown,False,greenfield,13,0,2200,2200,,,,,,
JEOL (EUROPE) SAS - organizační složka,,unknown,False,greenfield,,0,2200,2200,,,,,,
JEI - Slugger,,unknown,False,greenfield,10,0,2200,2200,,,,,,
JAZ-ZUBIAURRE - brusné kotouče,,unknown,False,greenfield,,0,2200,2200,,,,,,
Jakob LÖWER GmbH,,unknown,False,greenfield,17,0,2200,2200,,,,,,
Isover,,unknown,False,greenfield,,0,2200,2200,,,,,,
IRTS,,unknown,False,greenfield,,0,2200,2200,,,,,,
Investm. Ind. and Trade,,unknown,False,greenfield,,0,2200,2200,,,,,,
IntervalZero,,unknown,False,greenfield,31,0,2200,2200,,,,,,
Intercom S.r.l.,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Inovační centrum Ústeckého kraje, ICUK",,unknown,False,greenfield,,0,2200,2200,,,,,,
"Innomotics, s.r.o., Trnitá",,unknown,False,greenfield,,0,2200,2200,,,,,,
"Ing. Václav Vaňkát, VYDAVATELSTVÍ PRESS AGENCY",,unknown,False,greenfield,,0,2200,2200,,,,,,
Indsatsen ApS,,unknown,False,greenfield,6,0,2200,2200,,,,,,
Individual Waste Segregation System,,unknown,False,greenfield,,0,2200,2200,,,,,,
"IMP KONTAKT, spol. s r.o.",,unknown,False,greenfield,28,0,2200,2200,,,,,,
IEMCA a BUCCI AUTOMATIONS SPA DIVISION,,unknown,False,greenfield,,0,2200,2200,,,,,,
I.M.V. PRESSE S.R.L.,,unknown,False,greenfield,16,0,2200,2200,,,,,,
Hylatechnik Chrubasik GmbH,,unknown,False,greenfield,7,0,2200,2200,,,,,,
Hydrauproser Hydraulik Systeme GmbH,,unknown,False,greenfield,16,0,2200,2200,,,,,,
Huron Graffenstaden S.A.S.,,unknown,False,greenfield,,0,2200,2200,,,,,,
HURCO Werkzeugmaschinen GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
Huras Stanzautomation GmbH,,unknown,False,greenfield,27,0,2200,2200,,,,,,
HORIBA Scientific,,unknown,False,greenfield,13,0,2200,2200,,,,,,
HIGROGARNE,,unknown,False,greenfield,,0,2200,2200,,,,,,
HIDROSTOCK - hydraulické válce,,unknown,False,greenfield,2,0,2200,2200,,,,,,
HGH Systemes Infrarouges,,unknown,False,greenfield,,0,2200,2200,,,,,,
Heun Funkenerosion GmbH,,unknown,False,greenfield,9,0,2200,2200,,,,,,
Hethon Netherlands B.V.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Herrblitz modular system s.r.l.,,unknown,False,greenfield,19,0,2200,2200,,,,,,
Henninger GmbH u. Co.KG,,unknown,False,greenfield,,0,2200,2200,,,,,,
Henniker Plasma,,unknown,False,greenfield,20,0,2200,2200,,,,,,
HELU Connectivity Solutions Haan GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
HellermannTyton GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
HEINRICH KIPP WERK,,unknown,False,greenfield,,0,2200,2200,,,,,,
Hartmetall-Werkzeugfabrik Paul Horn GmbH,,unknown,False,greenfield,14,0,2200,2200,,,,,,
Hans Weber Maschinenbau GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
Hans Schröder Maschinenbau GmbH,,unknown,False,greenfield,30,0,2200,2200,,,,,,
HABILIS spol. s r.o. (Stolaři-Truhláři.cz),,unknown,False,greenfield,,0,2200,2200,,,,,,
Güthle Pressenspannen GmbH,,unknown,False,greenfield,20,0,2200,2200,,,,,,
GÖLTENBODT,,unknown,False,greenfield,15,0,2200,2200,,,,,,
GURUTZPE TURNING SOLUTION S.L.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Green fences AS-GREEN FENCE,,unknown,False,greenfield,,0,2200,2200,,,,,,
GORMANN RUPP,,unknown,False,greenfield,,0,2200,2200,,,,,,
Google Maps,,unknown,False,greenfield,5,0,2200,2200,,,,,,
GoodVision Video Insights,,unknown,False,greenfield,,0,2200,2200,,,,,,
GoodVision Live Traffic,,unknown,False,greenfield,,0,2200,2200,,,,,,
GOETZE,,unknown,False,greenfield,,0,2200,2200,,,,,,
Glamar Sp. zo.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Gimec press brake tools factory,,unknown,False,greenfield,,0,2200,2200,,,,,,
Giga 2003 Kft.,,unknown,False,greenfield,6,0,2200,2200,,,,,,
GIG Karasek GmbH,,unknown,False,greenfield,7,0,2200,2200,,,,,,
Get Out Fun,,unknown,False,greenfield,20,0,2200,2200,,,,,,
Gerima world of bevel,,unknown,False,greenfield,,0,2200,2200,,,,,,
GERDA Slovakia s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
GERBER RENÉ AG,,unknown,False,greenfield,,0,2200,2200,,,,,,
GeBE Elektronik und Feinwerktechnik GmbH,,unknown,False,greenfield,17,0,2200,2200,,,,,,
GE Additive,,unknown,False,displacement,29,0,2200,2200,,,,catia; tekla; bentley navigator; trimble geomanager; bentley openroads designer,,
Gasparini Industry,,unknown,False,greenfield,,0,2200,2200,,,,,,
GALVI,,unknown,False,greenfield,18,0,2200,2200,,,,,,
"Galerie vířivek - wellness, fitness",,unknown,False,greenfield,,0,2200,2200,,,,,,
Fuso eCanter 7C18,,unknown,False,greenfield,,0,2200,2200,,,,,,
FUCHS Lubricants PLC,,unknown,False,greenfield,,0,2200,2200,,,,,,
FUCHS Lubricants Germany GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
FRANCOUZSKO-ČESKÁ OBCHODNÍ KOMORA,,unknown,False,greenfield,,0,2200,2200,,,,,,
FORTE Sägetechnik GmbH,,unknown,False,greenfield,6,0,2200,2200,,,,,,
FORKARDT DEUTSCHLAND GmbH,,unknown,False,greenfield,46,0,2200,2200,,,,,,
Foenix Coding Ltd,,unknown,False,greenfield,12,0,2200,2200,,,,,,
FMB Maschinenbau GmbH & Co. KG,,unknown,False,greenfield,17,0,2200,2200,,,,,,
FLUXANA GmbH & Co. KG,,unknown,False,greenfield,23,0,2200,2200,,,,,,
Flowbird Pay & Display terminal,,unknown,False,greenfield,,0,2200,2200,,,,,,
FLOVEX Srl,,unknown,False,greenfield,24,0,2200,2200,,,,,,
FLOMEC Flow Meters,,unknown,False,greenfield,14,0,2200,2200,,,,,,
"Fiving, s. r. o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
Fitek s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Filtermist Limited,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Filter Technik Slovakia, s.r.o.",,unknown,False,greenfield,11,0,2200,2200,,,,,,
Ficep S.p.A.,,unknown,False,greenfield,27,0,2200,2200,,,,,,
Fibro Rundtische GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
Ferrofacta GmbH,,unknown,False,greenfield,9,0,2200,2200,,,,,,
FERRETTO S.p.a.,,unknown,False,greenfield,15,0,2200,2200,,,,,,
Fehlmann AG Maschinenfabrik,,unknown,False,greenfield,,0,2200,2200,,,,,,
Favi online s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
"FAREN SLOVAKIA, s.r.o.",,unknown,False,greenfield,27,0,2200,2200,,,,,,
FAR s.r.l.,,unknown,False,greenfield,,0,2200,2200,,,,,,
FANUCI&FALCON,,unknown,False,greenfield,,0,2200,2200,,,,,,
Fakulta strojní ČVUT v Praze,,unknown,False,greenfield,,0,2200,2200,,,,,,
FAGOR AUTOMATION S.COOP.,,unknown,False,greenfield,,0,2200,2200,,,,,,
F & A TRANSPORTURI AGREGATE SRL,,unknown,False,greenfield,,0,2200,2200,,,,,,
EZ WHEEL,,unknown,False,greenfield,13,0,2200,2200,,,,,,
Experimental vehicle for the development of automated drivin,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Winter and Summer Maintenance Technologies and Techniques:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Water Retention Measures:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Wastewater Treatment and Its Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category WASTE MANAGEMENT AND MUNICIPAL ENGINEERING:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Waste Collection and Sorting Techniques:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category User-Friendly Municipal Services:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Transport Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Tourism Development and Incoming Tourism:,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Exhibitors by category Tools for Monitoring, Management, and Economics of Waste Flows:",,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Technology and Techniques for Integrated Rescue Systems:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Technical and Engineering Advisory:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category System Integration and System Applications:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Sustainable Farming and Agriculture:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Sustainability and Energy Security:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Support for Innovative Entrepreneurship and Its Development:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Strategic and Development Advisory:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Solutions for Healthcare and Social Services:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Software Development and Implementation:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Social Innovations and Support for Vulnerable Groups:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Social Inclusion and Its Tools:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Social and Health Services:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category SOCIAL AND HEALTH INNOVATION:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Sewerage Infrastructure and Sludge Management:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Service Digitalization and Process Automation:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Security Technologies and Techniques:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Safety and Prevention Services:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Renewable Energy Sources:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Public Spaces and Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Public Participation and Stakeholder Engagement:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Public Mass Transit:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Public Lighting and Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Public Energy and Charging Points and Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Project Management and Organizational Management:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Professional Education and Skill Development:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Personal and Micromobility:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Other:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Multimodal and Shared Mobility:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category MOBILITY AND LOGISTICS:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Low-Emission Mobility:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Logistics:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Logistic Systems and Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Living Labs and Testing Environments:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Intelligent Transport Systems:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Integration Programs and Multicultural Cooperation:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Innovative Tools and Approaches to Waste Management:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Innovative and Sustainable Advisory:,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Exhibitors by category Innovative and Creative Incubators, Technology Parks:",,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Innovations in Public Healthcare:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Innovation and Cooperation with Investors:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category ICT Trends and New Technologies:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Housing Fund Development and New Housing Support Tools:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Greenery Management and Maintenance:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Green Technologies and Resources:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category GREEN DEAL AND ENVIRONMENT:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Grants and Funding Schemes:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Grant and Funding Advisory:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category GOVERNMENT AND PUBLIC PARTICIPATION:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category GIS Systems and Applications:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Funding Opportunities for Municipal Projects and Tools:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Flood Protection Measures:,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Exhibitors by category Financial Management, Auditing, and Controlling:",,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Environmental Quality Improvement:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Environmental and Sustainable Advisory:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Energy-Efficient Buildings and Facility Management:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Energy Storage and Reserves:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Energy Management:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category ENERGY AND SUSTAINABILITY:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Emission Reduction and Pollution Control Technologies:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Efficient Water Management and Reuse:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category EDUCATION AND HUMAN RESOURCE DEVELOPMENT:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category ECONOMIC DEVELOPMENT AND INNOVATION:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category E-government Services:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category District Heating Systems:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category DIGITAL TRANSFORMATION:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Development and Sustainable Growth:,,unknown,False,greenfield,,0,2200,2200,,,,,,
"Exhibitors by category Data Collection, Analysis, and Evaluation Systems:",,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Cybersecurity and Data Protection:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Culture and Leisure Activities:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Culture and Events Technology and Techniques:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category CONSULTING AND ADVISORY SERVICES:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Community Service Development and Environmental Interventions:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Climate Change Adaptation Measures:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Circular Economy:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Biodiversity and Green Infrastructure:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Autonomous Mobility:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Asset and Infrastructure Management of Municipalities:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Artificial Intelligence and Machine Learning Applications:,,unknown,False,greenfield,,0,2200,2200,,,,,,
Exhibitors by category Access to Quality Housing and Social Housing:,,unknown,False,greenfield,,0,2200,2200,,,,,,
EWIKON,,unknown,False,greenfield,,0,2200,2200,,,,,,
EVUM aCar 4x4 electric utility vehicle,,unknown,False,greenfield,,0,2200,2200,,,,,,
EVT Eiberger Verfahrenstechnik GmbH,,unknown,False,greenfield,15,0,2200,2200,,,,,,
EURO2000,,unknown,False,greenfield,,0,2200,2200,,,,,,
EURAM srl,,unknown,False,greenfield,,0,2200,2200,,,,,,
Eszter Kft.,,unknown,False,greenfield,9,0,2200,2200,,,,,,
ESI ITALIA S.R.L.,,unknown,False,greenfield,15,0,2200,2200,,,,,,
Ernst Graf GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
ERMANNO BALZI,,unknown,False,greenfield,,0,2200,2200,,,,,,
ER-EL - upínaci nářadí,,unknown,False,greenfield,,0,2200,2200,,,,,,
EPPINGER GmbH,,unknown,False,greenfield,,0,2200,2200,,,,,,
ENOVEAS SA,,unknown,False,greenfield,,0,2200,2200,,,,,,
EnerCA digital energy platform,,unknown,False,greenfield,,0,2200,2200,,,,,,
EMUS d.o.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
"ELTECH Slovakia, spol. s r.o.",,unknown,False,greenfield,,0,2200,2200,,,,,,
ELIO CAVAGNA,,unknown,False,greenfield,,0,2200,2200,,,,,,
Eley Metrology Ltd.,,unknown,False,greenfield,30,0,2200,2200,,,,,,
ELETTROTEC S.r.l.,,unknown,False,greenfield,33,0,2200,2200,,,,,,
ELESA S.p.A.,,unknown,False,greenfield,13,0,2200,2200,,,,,,
ElektroPrůmysl.cz - Bc. Jaroslav Bubeníček,,unknown,False,greenfield,11,0,2200,2200,,,,,,
Electric wheel loader Volvo L25,,unknown,False,greenfield,,0,2200,2200,,,,,,
Electric utility vehicle Goupil G4,,unknown,False,greenfield,,0,2200,2200,,,,,,
Electric utility vehicle Goupil G2,,unknown,False,greenfield,,0,2200,2200,,,,,,
ELBO S.R.L.,,unknown,False,greenfield,,0,2200,2200,,,,,,
Elb-Schliff Werkzeugmaschinen GmbH,,unknown,False,greenfield,23,0,2200,2200,,,,,,
ELASTOCON AB,,unknown,False,greenfield,25,0,2200,2200,,,,,,
Ekomaziva SK s.r.o.,,unknown,False,greenfield,,0,2200,2200,,,,,,
eHelper – inteligentní pomocník pro bezpečný domov,,unknown,False,greenfield,,0,2200,2200,,,,,,
eHelper,,unknown,False,greenfield,,0,2200,2200,,,,,,
ECEZ SERV SRL,,unknown,False,greenfield,,0,2200,2200,,,,,,
EBERHARD GmbH & Co. KG,,unknown,False,greenfield,,0,2200,2200,,,,,,
"EBERHARD - normálie, vyhazovače",,unknown,False,greenfield,,0,2200,2200,,,,,,
EasyPark SmartHub,,unknown,False,greenfield,,0,2200,2200,,,,,,
EasyPark Parking Dashboard,,unknown,False,greenfield,,0,2200,2200,,,,,,
EasyPark CamAccess,,unknown,False,greenfield,,0,2200,2200,,,,,,
EasyPark by Arrive,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:car WALL PRO,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:car WALL,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:car COLUMN,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:car by IONT tech,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:bike by IONT tech,,unknown,False,greenfield,,0,2200,2200,,,,,,
e:bike BAR,,unknown,False,greenfield,,0,2200,2200,,,,,,
